question1,question1_senti,question2,question2_senti,diff_senti,Corelation_API,Corelation_tfidf,is_duplicate
Are Hillary Clinton supporters worried that she's a war hawk?,0.036289313,Is Hillary Clinton Pro-War?,0.726707069,0.690417755,0.788957416,0.486552521,1
How old is too old for med school? Or law school?,0.5,Is 25 too old for med school?,0.290871283,0.209128717,0.930057984,0.76490053,1
What is the best rice to use for fried rice?,0.928999099,"I want to prepare fried rice, which rice should I use?",0.5,0.428999099,0.857277824,0.921481413,0
Vietnamese Food: What is proper technique for eating pho?,0.5,Do you love Vietnamese food?,0.912886062,0.412886062,0.677758112,0.434035872,0
Why do computers have a hard time emulating console games?,0.047824936,Where can I found experienced horse fence consultant in Sydney?,0.853168249,0.805343313,0.297362315,0,0
How can I crack JEE?,0.5,How can I crack JEE exam?,0.5,0,0.868834714,0.87072075,1
Why can't we have one child policy in India?,0.168917733,How many agree that families should be allowed to have only one child in India?,0.90783924,0.738921507,0.783996024,0.427727033,1
How should a teacher maintain discipline in the classroom?,0.5,How can a teacher maintain discipline?,0.5,0,0.969911054,0.813131341,1
What is the cutoff percentile for NITIE and MDI Gurgaon this year?,0.5,What is the selection criteria for a PGP programme of the MDI Gurgaon?,0.5,0,0.589080865,0.410881731,0
What are some less known facts about Gustav Schwarzenegger?,0.5,How was Gustav Schwarzenegger's relationship with Adolf Hitler?,0.5,0,0.744314776,0.627766533,0
"If energy is not conserved in an expanding universe, can infinite energy be created? Is it potential energy or potentiality infinite?",0.995957737,If dark energy is being created with expansion can infinite of it be created?,0.932864441,0.063093297,0.86739383,0.518874403,1
What are the differences between human beings and animals?,0.5,What is the difference between humans and the other animals?,0.5,0,0.877645282,1,1
What are the things that you think define you?,0.5,"What are the things you think you should do, but you don't?",0.222882896,0.277117104,0.973594832,0.53419211,0
What's the syllabus for Delhi University's MA Philosophy entrance?,0.5,How do I prepare myself to crack the JNU entrance for MA philosophy?,0.5,0,0.662585359,0.561701048,0
How do I turn someone down nicely?,0.74983264,How do you turn someone down?,0.5,0.24983264,0.933164428,0.725233369,1
What and where can I sell the source code for an app?,0.5,Where can I sell source code?,0.5,0,0.922365826,0.903317316,0
Is iPhone 5s compatible for Jio VoLTE app?,0.5,Is I phone 5s 4G volte supported?,0.5,0,0.648211794,0.480106042,1
Why is Salman Khan so overrated?,0.288514536,Why is Salman Khan so overrated in India?,0.305663184,0.017148647,0.970095892,0.961316417,1
I have done a diploma in mechanical engineering. How can I get a job in Tata motors or other companies like this?,0.5,"I have completed a 1-year diploma in fashion designing and now I'm doing a 3-year diploma. Can I apply to any BPO for a job, saying that I did a diploma? Will any BPO or any other company see the backlogs?after completing final year incase i get a backlog will i get a job",0.5,0,0.769571781,0.332438583,0
"Which is a good solar panel installation provider in Templeton, California CA?",0.761410495,"Which is a good solar panel installation provider in Terra Bella, California CA?",0.761410495,0,0.809405875,0.56244139,0
Do employees at Sapiens International have a good work-life balance? Does this differ across positions and departments?,0.5,Do employees at Tower International have a good work-life balance? Does this differ across positions and departments?,0.5,0,0.923714569,0.789775627,0
What are some tips on making it through the job interview process at Silicon Laboratories?,0.5,What are some tips on making it through the job interview process at Abbott Laboratories?,0.5,0,0.906743484,0.706121057,0
What is it like to be a digital nomad in Amsterdam?,0.5,What are digital nomads?,0.5,0,0.759097689,0.763925169,0
Why is COBOL easy to learn?,0.931968181,How do I quickly and efficiently learn a new language?,0.987777421,0.05580924,0.835299189,0.109145899,0
Who would win a fight between Iron Man and Darth Vader?,0.83850577,Who would win in a fight between Iron Man and Batman? Why?,0.761085041,0.077420729,0.862475828,0.634979816,0
What are some mind-blowing iPhone/Android gadgets that most people don't know about?,0.289352215,What are the most useful devices or gadgets you own for your smartphone that maybe other people don't know about?,0.923821517,0.634469303,0.919959946,0.414998605,1
What are the major differences between Chinese and Western culture?,0.5,What is the difference between Chinese culture and Western culture?,0.5,0,0.903161279,0.854300514,1
How do I know if I am Republican or a Democrat?,0.5,How do I know if I am a Democrat or Republican?,0.5,0,1,1,1
How long does dookie braid last?,0.5,How do you get braided wavy hair?,0.5,0,0.588270743,0.361674462,0
Do you believe in witchcraft?,0.5,Do you believe in the powers of witchcraft?,0.5,0,0.94731091,0.900309994,1
How do I nurture a love relationship?,0.98397937,How do I nurture a loving relationship with myself?,0.994578691,0.010599321,0.933561274,1,0
Compare the effectiveness of autoclaving and boiling?,0.5,What are some short term benefits of a balanced lifestyle?,0.987251913,0.487251913,0.014812866,0,0
"I suspect my spouse is cheating, how do I know for sure?",0.078757929,How can I know if my spouse is cheating?,0.295863021,0.217105093,0.96513173,0.666786859,1
How can I stop my kid from sucking his thumb?,0.149182133,"The meaning of ""the world is not a wish granting factory""?",0.934339466,0.785157332,0.61008431,0,0
How can I remove screen overlay on my j7 2016?,0.5,How do I turn off the screen overlay in Samsung j7?,0.5,0,0.742104261,0.727177494,1
"When you write a rhetorical question, do you follow it with a question mark or a period?",0.5,Punctuation: Is it correct to add a question mark after a rhetorical question?,0.800951136,0.300951136,0.827703192,0.606461825,1
What is the best way to learn web programming (I'd prefer Ruby)? What do I start with? What are the next steps?,0.962930888,How can i learn web programming in one month?,0.5,0.462930888,0.831511957,0.384624943,1
"What is the simplest explanation for the difference between nominative, accusative, dative and genitive articles?",0.5,In German what is the difference between dative and nominative?,0.5,0,0.907338337,0.563885982,0
What do you do when you are falling in love with your best friend?,0.949156578,Can you fall in love with your best friend?,0.982245651,0.033089074,0.963203488,0.966903405,0
Can skipping increase your height?,0.871501336,How do I increase the height?,0.885074977,0.013573641,0.731402291,0.701608484,1
Which chemical reaction causes de-colourisation of monuments?,0.5,What is the direct cause of a chemical reaction of the type E + F > EF?,0.5,0,0.232687215,0.332269257,0
"How is the party life at BITS Pilani, Hyderabad Campus?",0.925945423,How is life at BITS Pilani Hyderabad Campus?,0.5,0.425945423,0.965199067,0.92153185,0
Where can I watch gonulcelen with english subtitles?,0.5,Where can I watch sukimasuki with English subtitles?,0.5,0,1,0.462439841,0
What is our purpose in being here?,0.5,What is the purpose of existance?,0.5,0,0.808451549,0.740200515,1
Where can I found famous designers for exclusive wardrobes in Sydney?,0.866878839,Where can I found personal design wardrobes in Sydney?,0.5,0.366878839,0.847768638,0.755041035,0
Is IPS LCD display better than OLED display?,0.936484939,How do I calculate the wear rate of an OLED/AMOLED display?,0.5,0.436484939,0.73624884,0.501443859,0
Why does Quora limit my question details to 300 characters?,0.5,Why is there a sign limit on Quora for questions?,0.253374716,0.246625284,0.856996255,0.480571286,1
Where does the penis go when having sex?,0.164010919,What will a woman think of me if while having sex I ask her help to put my penis in her?,0.871030147,0.707019228,0.714957228,0.483635958,0
"Are public sector jobs and government jobs the same? If not the same, then what is the difference between them?",0.5,What is the difference between Public Sector Undertaking (PSU) jobs and government jobs in India?,0.5,0,0.860439775,0.735177649,1
How can I get out of my comfort zone and be myself at the same time?,0.860098345,How do I break out of my comfort zone?,0.827035368,0.033062977,0.911823205,0.732696595,1
What is the Syllabus of UPSC exams?,0.244561096,What is the syllabus for UPSC Exam?,0.5,0.255438904,0.981063204,1,1
Which equation in general relativity predicted the existence of black-holes ?,0.5,Is Run Ze Cao's falsification of Einstein's relativity valid?,0.5,0,0.754864188,0.088593953,0
What is the difference between a database analyst and a database administrator?,0.5,How do data analysts and data scientists interact with database administrators?,0.5,0,0.7262248,0.598231676,0
How do you control your anger?,0.5,How do I control my emotions and anger?,0.269627762,0.230372238,0.832310721,0.817181624,1
Why is Cricket not popular in US even though it was a British colony?,0.139206162,Why is cricket not popular in the US despite being a part of former British colonies?,0.216114998,0.076908836,0.932695963,0.651272413,1
Game of Thrones Season 6 Episode 4: What did the High Sparrow tell Tommen in secret that he repeated to Cersei?,0.5,In season 6 episode 7 of GOT can someone tell me why people think what Tommen did was bad?,0.154906388,0.345093612,0.801188627,0.475574062,0
Who owns Punreal.com?,0.5,Who own DatingBuddies.com?,0.5,0,0.772417054,0.184944693,0
Are you tolerant if you tolerate the intolerant?,0.746123635,Are you tolerant?,0.5,0.246123635,0.911368899,0.885448308,0
Does Lipton green tea Assist in weight loss?,0.5,How Green tea is useful for reducing fat?,0.919974118,0.419974118,0.753791279,0.385391347,1
Importance of information technology?,0.850044352,What is the extent of paid media in India?,0.5,0.350044352,0.581132707,0,0
I have cleared the FCAT written exam. I lost my original admit card. Can I still take the SSB?,0.945151304,Why admit card link of June 2016 exam does not work?,0.129790315,0.815360989,0.780684405,0.301060417,0
